ID,Flybase,Accession,Gene Name,logFC,logCPM,LR,PValue,fdr,Up-regulated in
GB43565,FBgn0036180,XM_001120159.3," PREDICTED: Apis mellifera OTU domain-containing protein 5-A-like (LOC724338), mRNA",-0.697465231,5.447043234,9.693847071,0.00184886,0.016536365,Reproductive
GB55931,FBgn0260987,XM_003249946.2," PREDICTED: Apis mellifera verthandi (vtd), transcript variant X1, mRNA",-0.697252532,6.157758703,10.53374302,0.001172146,0.011799631,Reproductive
GB47687,FBgn0034310,XM_392166.5," PREDICTED: Apis mellifera nuclear pore complex protein Nup85-like (LOC408625), transcript variant 1, mRNA",-0.696881369,3.509312736,11.1297746,0.000849529,0.009436729,Reproductive
GB44044,FBgn0031550,XM_625217.3," PREDICTED: Apis mellifera intraflagellar transport protein 57 homolog (LOC552841), transcript variant X3, mRNA",-0.696266341,2.89089295,12.07077623,0.000512184,0.006635246,Reproductive
GB43220,FBgn0002542,XM_393754.4," PREDICTED: Apis mellifera transcription termination factor 2 (lds), transcript variant X2, mRNA",-0.695765813,5.449113304,12.75267274,0.000355501,0.005164618,Reproductive
GB54283,#N/A,XM_623605.4," PREDICTED: Apis mellifera uncharacterized LOC551210 (LOC551210), transcript variant X2, mRNA",-0.694357843,3.38115517,12.06281194,0.000514376,0.006657977,Reproductive
GB41735,FBgn0036565,XM_006565816.1," PREDICTED: Apis mellifera MOXD1 homolog 1-like (LOC726997), mRNA",-0.692264661,6.651862744,6.82889641,0.008969467,0.048678578,Reproductive
GB45070,FBgn0029761,XM_393798.5," PREDICTED: Apis mellifera small conductance calcium-activated potassium channel (SK), transcript variant X5, mRNA",-0.692175832,4.624556775,7.541164242,0.006030506,0.036996195,Reproductive
GB49467,#N/A,XM_006560642.1," PREDICTED: Apis mellifera G protein-coupled receptor kinase 2 (Gprk2), transcript variant X1, mRNA",-0.692167906,4.382570271,12.17319018,0.000484813,0.006384256,Reproductive
GB53448,#N/A,XM_006567556.1," PREDICTED: Apis mellifera uncharacterized LOC725336 (LOC725336), transcript variant X80, mRNA",-0.691276705,2.78730469,7.823866097,0.005156078,0.033355372,Reproductive
GB46909,FBgn0030034,XM_624987.4," PREDICTED: Apis mellifera uncharacterized LOC552613 (LOC552613), transcript variant X2, mRNA",-0.690198958,6.543489277,7.495941004,0.006183821,0.037602779,Reproductive
GB46204,FBgn0037780,XM_395264.5," PREDICTED: Apis mellifera protein cereblon-like (LOC411797), mRNA",-0.689382728,4.896571131,10.64308102,0.001104835,0.011328655,Reproductive
GB47941,FBgn0004396,XM_003250084.2," PREDICTED: Apis mellifera cyclic AMP response element-binding protein A-like (LOC100576912), mRNA",-0.688572704,5.747060078,10.15225967,0.001441245,0.013688222,Reproductive
GB41736,#N/A,XM_006565816.1," PREDICTED: Apis mellifera MOXD1 homolog 1-like (LOC726997), mRNA",-0.688319669,4.124215115,13.32862105,0.000261386,0.004073863,Reproductive
GB47382,#N/A,XM_003251576.2," PREDICTED: Apis mellifera histone H4-like (LOC725230), transcript variant 1, mRNA",-0.686884254,5.505316911,7.060092423,0.007881993,0.044850582,Reproductive
GB49865,FBgn0024244,XM_003250530.2," PREDICTED: Apis mellifera protein drumstick-like (LOC724961), transcript variant X1, mRNA",-0.686732713,1.354770698,6.78186764,0.009208849,0.049465416,Reproductive
GB42143,FBgn0004401,XM_392109.4," PREDICTED: Apis mellifera uncharacterized LOC408565 (LOC408565), transcript variant X2, mRNA",-0.684401184,6.606359309,8.428036622,0.003694791,0.026815488,Reproductive
GB47195,FBgn0259737,XM_395966.4," PREDICTED: Apis mellifera uncharacterized LOC412510 (LOC412510), mRNA",-0.684221581,4.175416157,14.01314652,0.000181537,0.003120628,Reproductive
GB53387,FBgn0050158,XM_006567350.1," PREDICTED: Apis mellifera GTP-binding protein Di-Ras2-like (LOC551930), mRNA",-0.683927462,2.372030811,8.282251931,0.004003445,0.028269678,Reproductive
GB49463,FBgn0039427,XM_001122074.3," PREDICTED: Apis mellifera golgin subfamily A member 7B-like (LOC726330), transcript variant 1, mRNA",-0.683462209,2.897556736,8.252802577,0.004068913,0.028572646,Reproductive
GB48367,FBgn0044323,XM_623213.4," PREDICTED: Apis mellifera connector of kinase to AP-1 (Cka), transcript variant X2, mRNA",-0.683260575,6.47833169,11.3679138,0.000747238,0.008674578,Reproductive
GB44688,#N/A,XM_396895.5," PREDICTED: Apis mellifera uncharacterized LOC413451 (LOC413451), transcript variant X1, mRNA",-0.682980567,2.870391817,8.076249813,0.004484916,0.030380361,Reproductive
GB42649,FBgn0033117,XM_395304.4," PREDICTED: Apis mellifera putative deoxyribonuclease TATDN1-like (LOC411837), transcript variant X2, mRNA",-0.682741428,3.287961926,11.92083045,0.000555097,0.007000351,Reproductive
GB52614,FBgn0261573,XM_392644.5," PREDICTED: Apis mellifera REST corepressor (CoRest), transcript variant X2, mRNA",-0.682614335,4.13870562,11.1161338,0.0008558,0.009471767,Reproductive
GB47239,#N/A,XM_393788.5," PREDICTED: Apis mellifera uncharacterized LOC410307 (LOC410307), mRNA",-0.681527746,4.23484342,8.657138696,0.003257825,0.024728224,Reproductive
GB44321,FBgn0262527,XM_006568293.1," PREDICTED: Apis mellifera MLL1/MLL complex subunit KIAA1267-like (LOC411539), transcript variant X1, mRNA",-0.680618243,6.691042864,11.06620718,0.000879153,0.009588456,Reproductive
GB51079,#N/A,XM_393006.5," PREDICTED: Apis mellifera UDP-glucose 4-epimeras (LOC409499), mRNA",-0.679405538,3.865153496,13.43531603,0.000246931,0.003872414,Reproductive
GB45272,FBgn0001987,XM_396706.4," PREDICTED: Apis mellifera gliotactin (Gli), transcript variant X2, mRNA",-0.679008237,2.614097847,10.49646738,0.00119603,0.011941439,Reproductive
GB51278,FBgn0028373,XM_006559383.1," PREDICTED: Apis mellifera innexin 3 (inx3), mRNA",-0.678075788,4.033389578,7.695878373,0.005534707,0.034960641,Reproductive
GB44053,#N/A,XM_003250964.2," PREDICTED: Apis mellifera uncharacterized LOC100578999 (LOC100578999), transcript variant X1, mRNA",-0.677502245,4.622585421,14.04273158,0.000178703,0.003085879,Reproductive
GB49604,FBgn0028931,XM_006560619.1," PREDICTED: Apis mellifera zinc finger BED domain-containing protein 1-like (LOC727528), mRNA",-0.6772394,2.254289647,10.42206068,0.001245189,0.012271004,Reproductive
GB43237,FBgn0031549,XM_006570470.1," PREDICTED: Apis mellifera uncharacterized LOC100576761 (LOC100576761), mRNA",-0.677044564,4.254313765,7.703665322,0.005510881,0.034919572,Reproductive
GB50243,#N/A,XM_393113.5," PREDICTED: Apis mellifera rhotekin-like (LOC409610), mRNA",-0.676930836,4.054726181,12.660916,0.000373379,0.005372984,Reproductive
GB49883,FBgn0030091,XM_006565003.1," PREDICTED: Apis mellifera uncharacterized LOC551475 (LOC551475), mRNA",-0.675991905,5.067341746,11.11817368,0.000854859,0.009468251,Reproductive
GB51160,FBgn0032341,XM_001122025.3," PREDICTED: Apis mellifera uncharacterized LOC726273 (LOC726273), transcript variant X1, mRNA",-0.67565062,4.918545744,10.76266512,0.001035681,0.010816642,Reproductive
GB45252,FBgn0036826,XM_003250835.2," PREDICTED: Apis mellifera gametocyte-specific factor 1-like (LOC100577344), mRNA",-0.674743689,3.831939069,13.08718889,0.000297322,0.004491161,Reproductive
GB43544,FBgn0033571,XM_396561.2," PREDICTED: Apis mellifera DNA-directed RNA polymerases I, II, and III subunit RPABC1-like (LOC413110), mRNA",-0.673292819,3.671414137,11.46576932,0.000708899,0.008331343,Reproductive
GB50168,#N/A,XM_003250213.2," PREDICTED: Apis mellifera uncharacterized LOC100576411 (LOC100576411), mRNA",-0.673270669,2.052065216,9.678423658,0.001864445,0.016636588,Reproductive
GB42190,FBgn0015925,XM_006557388.1," PREDICTED: Apis mellifera protein arginine N-methyltransferase 5 (csul), transcript variant X2, mRNA",-0.673206857,4.32754878,10.65310368,0.001098864,0.011275037,Reproductive
GB53311,FBgn0035059,XM_006567453.1," PREDICTED: Apis mellifera neuralized-like protein 2-like (LOC408990), mRNA",-0.672827829,3.598322738,10.91397923,0.000954413,0.010213562,Reproductive
GB41977,FBgn0037372,XM_006568508.1," PREDICTED: Apis mellifera scavenger mRNA-decapping enzyme DcpS-like (LOC552284), transcript variant X4, mRNA",-0.672531353,3.214708943,8.636943006,0.003294137,0.024928629,Reproductive
GB50221,FBgn0032513,XM_625007.4," PREDICTED: Apis mellifera START domain containing 7 (LOC552633), transcript variant X2, mRNA",-0.671409231,4.980610033,10.86083521,0.000982194,0.010379289,Reproductive
GB54755,#N/A,XR_407586.1," PREDICTED: Apis mellifera uncharacterized LOC102656795 (LOC102656795), ncRNA",-0.671097922,1.718605403,6.887032012,0.008682331,0.047711229,Reproductive
GB43189,FBgn0051792,XM_006570329.1," PREDICTED: Apis mellifera probable multidrug resistance-associated protein lethal(2)03659-like (LOC410269), transcript variant X1, mRNA",-0.671074634,6.9669738,12.154369,0.00048973,0.006408914,Reproductive
GB51977,#N/A,XM_001122504.3," PREDICTED: Apis mellifera PEST proteolytic signal-containing nuclear protein-like (LOC726782), mRNA",-0.671057414,4.573120441,10.51902406,0.001181519,0.011850351,Reproductive
GB40703,FBgn0036715,XM_006562260.1," PREDICTED: Apis mellifera cadherin-23-like (LOC410368), mRNA",-0.67098856,5.218479927,9.293524591,0.002299653,0.019274972,Reproductive
GB40993,FBgn0038247,XM_006565435.1," PREDICTED: Apis mellifera cadherin-86C ortholog (LOC411023), mRNA",-0.669578107,2.975611492,7.687572436,0.005560237,0.035030414,Reproductive
GB50130,FBgn0037489,XM_006563379.1," PREDICTED: Apis mellifera nucleolar complex protein 3 homolog (LOC725755), mRNA",-0.669363472,3.647817142,9.950699487,0.001607883,0.014981417,Reproductive
GB45810,FBgn0010114,XM_006568638.1," PREDICTED: Apis mellifera locomotion-related protein Hikaru genki (hig), transcript variant X3, mRNA",-0.668842377,3.056350454,7.217302397,0.007220414,0.042119542,Reproductive
GB41553,FBgn0010704,XM_006560717.1," PREDICTED: Apis mellifera Golgi phosphoprotein 3-like (LOC412824), transcript variant X1, mRNA",-0.668667097,4.223340666,8.187676233,0.004217591,0.029278446,Reproductive
GB41896,#N/A,XM_003250442.2," PREDICTED: Apis mellifera uncharacterized LOC100578200 (LOC100578200), transcript variant X1, mRNA",-0.667901671,1.966947358,7.624181788,0.005759079,0.035910943,Reproductive
GB49012,#N/A,XM_392723.5," PREDICTED: Apis mellifera glycerol kinase (LOC409199), transcript variant X1, mRNA",-0.667525131,4.809600447,16.22951698,5.61E-05,0.001290004,Reproductive
GB49613,FBgn0002791,XM_395411.4," PREDICTED: Apis mellifera morula (mr), partial mRNA",-0.667486986,2.60804183,10.63175824,0.00111162,0.011359902,Reproductive
GB44936,FBgn0037770,XM_003250827.2," PREDICTED: Apis mellifera histone-arginine methyltransferase CARMER-like (LOC411458), transcript variant 1, mRNA",-0.667263563,2.118629789,9.047227233,0.002630935,0.021209386,Reproductive
GB52058,FBgn0030082,XM_006566876.1," PREDICTED: Apis mellifera chromobox protein homolog 1-like (LOC410395), transcript variant X1, mRNA",-0.666167568,5.223062111,9.478640345,0.00207878,0.017958577,Reproductive
GB46065,FBgn0086679,XM_003250055.2," PREDICTED: Apis mellifera uncharacterized LOC100578602 (LOC100578602), transcript variant X1, mRNA",-0.665517562,2.473495008,10.72117559,0.001059164,0.010956467,Reproductive
GB46877,FBgn0015402,XM_006559726.1," PREDICTED: Apis mellifera kinase suppressor of ras (ksr), mRNA",-0.664918913,6.180789617,12.26182257,0.00046232,0.006178901,Reproductive
GB54263,FBgn0261383,XM_395179.4," PREDICTED: Apis mellifera integrator complex subunit 6-like (LOC411711), transcript variant X2, mRNA",-0.66446825,4.697687635,10.09988796,0.001482783,0.014012672,Reproductive
GB54367,#N/A,XM_006557788.1," PREDICTED: Apis mellifera exosome component 10-like (LOC413532), mRNA",-0.664370865,5.442875882,15.66999623,7.54E-05,0.001612023,Reproductive
GB54758,#N/A,XM_395272.4," PREDICTED: Apis mellifera uncharacterized WD repeat-containing protein alr3466-like (LOC411805), transcript variant X2, mRNA",-0.664311965,2.923637532,7.857430189,0.005061228,0.032909892,Reproductive
GB40508,FBgn0034804,XM_394714.5," PREDICTED: Apis mellifera nucleolar protein 10 (NOL10), mRNA",-0.662024897,3.957743109,8.612137487,0.003339302,0.02513325,Reproductive
GB55970,FBgn0005655,XM_001122985.3," PREDICTED: Apis mellifera proliferating cell nuclear antigen (mus209), mRNA",-0.661884237,5.608085992,14.20061996,0.000164316,0.002897921,Reproductive
GB44796,FBgn0003090,XM_394201.4," PREDICTED: Apis mellifera uncharacterized LOC410724 (LOC410724), transcript variant X8, mRNA",-0.661578519,5.313956492,8.156658309,0.004290335,0.029580732,Reproductive
GB45490,FBgn0002638,XM_006571233.1," PREDICTED: Apis mellifera regulator of chromosome condensation 1 (RCC1), transcript variant X1, mRNA",-0.661309052,5.997982483,10.73529873,0.00105111,0.010905052,Reproductive
GB44990,FBgn0036761,XM_006566473.1," PREDICTED: Apis mellifera mediator of RNA polymerase II transcription subunit 19 (MED19), transcript variant X2, mRNA",-0.661182001,5.035621903,8.015957128,0.004636696,0.031025643,Reproductive
GB45946,#N/A,XM_006563109.1," PREDICTED: Apis mellifera uncharacterized LOC725587 (LOC725587), transcript variant X4, mRNA",-0.660855942,3.396206335,10.15796898,0.001436788,0.013668541,Reproductive
GB46616,FBgn0029738,XM_006557439.1," PREDICTED: Apis mellifera uncharacterized LOC413309 (LOC413309), transcript variant X5, mRNA",-0.660193455,5.345390446,7.214891177,0.00723012,0.042159977,Reproductive
GB42781,FBgn0000183,XM_006561627.1," PREDICTED: Apis mellifera bicaudal D (BicD), transcript variant X2, mRNA",-0.660144357,3.25821945,11.23443641,0.000802935,0.009084963,Reproductive
GB44789,FBgn0034118,XM_393232.5," PREDICTED: Apis mellifera nucleoporin 62kDa (Nup62), transcript variant X2, mRNA",-0.659845697,5.254288195,12.67230379,0.000371112,0.005360663,Reproductive
GB47335,FBgn0020887,XM_006569644.1," PREDICTED: Apis mellifera polycomb protein Su(z)12 (Su(z)12), mRNA",-0.659771092,2.288416953,8.054013087,0.004540297,0.030602072,Reproductive
GB47847,FBgn0052075,XM_003251354.2," PREDICTED: Apis mellifera uncharacterized LOC100576848 (LOC100576848), transcript variant X1, mRNA",-0.659166295,3.247351355,9.174814916,0.002453682,0.020209295,Reproductive
GB48783,#N/A,XM_006569138.1," PREDICTED: Apis mellifera meiotic nuclear division protein 1 homolog (LOC551820), transcript variant X2, mRNA",-0.65839439,5.168386025,16.12491881,5.93E-05,0.001348956,Reproductive
GB43851,#N/A,XR_409778.1," PREDICTED: Apis mellifera uncharacterized LOC725999 (LOC725999), misc_RNA",-0.658200703,3.683355838,9.767870265,0.00177588,0.016034629,Reproductive
GB48599,#N/A,XM_003250370.2," PREDICTED: Apis mellifera uncharacterized LOC100576151 (LOC100576151), transcript variant X1, mRNA",-0.657799624,1.784699427,7.986257506,0.004713375,0.031372948,Reproductive
GB53788,FBgn0028341,XM_394701.5," PREDICTED: Apis mellifera tyrosine-protein phosphatase non-receptor type 9-like (LOC411227), transcript variant 1, mRNA",-0.657309845,4.347521885,8.511561063,0.003528972,0.026133654,Reproductive
GB44173,FBgn0243513,XM_006567224.1," PREDICTED: Apis mellifera cornichon related (cnir), mRNA",-0.656859216,3.573958192,11.07830589,0.000873436,0.00957783,Reproductive
GB42383,#N/A,XM_006570688.1," PREDICTED: Apis mellifera uncharacterized LOC100577958 (LOC100577958), mRNA",-0.656154087,2.938512775,8.008822392,0.004655,0.031093353,Reproductive
GB41710,FBgn0036612,XM_006565724.1," PREDICTED: Apis mellifera serine protease homolog 19 (SPH19), transcript variant X1, mRNA",-0.655696961,2.500139862,8.468077287,0.003614333,0.026559428,Reproductive
GB52084,#N/A,XM_003250903.2," PREDICTED: Apis mellifera inactivation no afterpotential E (inaE), mRNA",-0.655025174,4.181144105,8.192123095,0.004207266,0.029233476,Reproductive
GB42844,FBgn0050440,XM_006561734.1," PREDICTED: Apis mellifera guanine nucleotide exchange factor DBS-like (LOC409217), transcript variant X1, mRNA",-0.654167547,4.905830175,16.11092354,5.97E-05,0.001354904,Reproductive
GB56009,FBgn0000182,XM_006557248.1," PREDICTED: Apis mellifera bicaudal C (BicC), transcript variant X2, mRNA",-0.653205011,9.139255455,6.834173553,0.008943006,0.04857926,Reproductive
GB44326,#N/A,XM_006568373.1," PREDICTED: Apis mellifera eukaryotic peptide chain release factor subunit 1-like (LOC725555), mRNA",-0.652006669,2.261117688,7.488045098,0.006210995,0.037727808,Reproductive
GB42086,FBgn0038490,XM_006564215.1," PREDICTED: Apis mellifera single-strand selective monofunctional uracil DNA glycosylase-like (LOC413439), mRNA",-0.650974747,2.334373566,9.304476846,0.002285946,0.019191841,Reproductive
GB49399,FBgn0027054,XM_006565234.1," PREDICTED: Apis mellifera COP9 complex homolog subunit 4 (CSN4), transcript variant X1, mRNA",-0.649974332,5.053202412,12.83336462,0.000340493,0.004984711,Reproductive
GB55259,FBgn0033987,NM_001242523.1," Apis mellifera caskin-1-like (LOC726770), mRNA",-0.649666049,3.838562439,9.299038308,0.002292742,0.019238269,Reproductive
GB53937,FBgn0261279,XM_006571632.1," PREDICTED: Apis mellifera liquid facets-related (lqfR), mRNA",-0.648375797,5.636489229,12.54946773,0.000396319,0.005555781,Reproductive
GB47632,FBgn0005683,XM_006561379.1," PREDICTED: Apis mellifera myb-like protein D-like (LOC102654771), mRNA",-0.648367186,2.956524042,10.21134146,0.001395796,0.013390478,Reproductive
GB46928,#N/A,XM_624975.4," PREDICTED: Apis mellifera lys-63-specific deubiquitinase BRCC36-like (LOC552601), transcript variant X2, mRNA",-0.647333419,5.149466035,14.42952906,0.000145503,0.002651152,Reproductive
GB44747,FBgn0034962,XR_120502.2," PREDICTED: Apis mellifera uncharacterized LOC724620 (LOC724620), misc_RNA",-0.646161969,4.612964642,11.89733394,0.000562143,0.007053949,Reproductive
GB49299,FBgn0030088,XM_392858.4," PREDICTED: Apis mellifera ADP-ribosylation factor-related protein 1-like (LOC409342), mRNA",-0.644703531,3.856384471,12.40744533,0.000427625,0.005848962,Reproductive
GB43857,FBgn0261532,XM_393480.5," PREDICTED: Apis mellifera cadmus (cdm), transcript variant X3, mRNA",-0.64461662,4.749485272,12.24704122,0.000465996,0.006211651,Reproductive
GB52061,FBgn0028360,XM_003250926.2," PREDICTED: Apis mellifera cell division cycle 7-related protein kinase-like (LOC725465), transcript variant X1, mRNA",-0.644616549,2.43829825,8.351555953,0.003853572,0.027531208,Reproductive
GB41077,#N/A,XM_006568144.1," PREDICTED: Apis mellifera myosin binding subunit (Mbs), mRNA",-0.644227278,1.701665038,8.462696304,0.003625041,0.026559428,Reproductive
GB54027,#N/A,XM_003251905.2," PREDICTED: Apis mellifera ATP-dependent DNA helicase Q4-like (LOC100576466), partial mRNA",-0.643749496,2.4831266,9.613762237,0.001931246,0.017042516,Reproductive
GB48074,FBgn0002906,XM_006559058.1," PREDICTED: Apis mellifera Bloom syndrome protein homolog (mus309), partial mRNA",-0.643721955,3.85351308,11.76785453,0.000602624,0.007457226,Reproductive
GB47428,FBgn0034691,XM_395173.5," PREDICTED: Apis mellifera synaptojanin (synj), mRNA",-0.642511668,3.976006839,11.51304747,0.000691094,0.008210995,Reproductive
GB54605,#N/A,XM_006562350.1," PREDICTED: Apis mellifera uncharacterized LOC409057 (LOC409057), transcript variant X1, mRNA",-0.642176039,5.078681009,10.07046615,0.001506649,0.014220521,Reproductive
GB54697,#N/A,XM_003251860.2," PREDICTED: Apis mellifera uncharacterized LOC100576951 (LOC100576951), mRNA",-0.641562928,1.747717973,6.964308854,0.008315155,0.046471897,Reproductive
GB55976,#N/A,XM_001122979.3," PREDICTED: Apis mellifera zinc finger protein 271-like (LOC727269), transcript variant X1, mRNA",-0.640016105,4.771856086,13.43793227,0.000246587,0.003871012,Reproductive
GB40843,#N/A,XM_394881.5," PREDICTED: Apis mellifera leucine-rich repeat-containing protein 47-like (LOC411407), mRNA",-0.640012214,4.246621603,11.49202875,0.000698953,0.008267364,Reproductive
GB44997,FBgn0085478,XM_006566461.1," PREDICTED: Apis mellifera uncharacterized LOC551683 (LOC551683), transcript variant X2, mRNA",-0.639742685,5.71374938,6.97749646,0.0082541,0.046283874,Reproductive
GB43158,FBgn0031078,XM_395387.5," PREDICTED: Apis mellifera nucleoporin 205kDa (NUP205), mRNA",-0.639516295,4.982181324,12.92721714,0.000323839,0.004810416,Reproductive
GB50014,#N/A,XM_001121815.3," PREDICTED: Apis mellifera coiled-coil domain-containing protein 111-like (LOC726041), transcript variant X1, mRNA",-0.639296105,5.145064179,10.70986063,0.001065661,0.011013224,Reproductive
GB47884,#N/A,XM_006557265.1," PREDICTED: Apis mellifera uncharacterized protein C8orf41-like (LOC100577931), transcript variant X1, mRNA",-0.638942979,3.282035003,8.260501302,0.004051694,0.028517619,Reproductive
GB54653,FBgn0003449,NM_001168336.1," Apis mellifera U1 small nuclear ribonucleoprotein A (Snf), mRNA",-0.63805976,4.071524308,9.043004987,0.002637018,0.021247153,Reproductive
GB46599,FBgn0027512,XM_006557461.1," PREDICTED: Apis mellifera uncharacterized LOC724799 (LOC724799), transcript variant X2, mRNA",-0.637913137,5.250176278,9.196537316,0.002424734,0.020036026,Reproductive
GB41177,FBgn0083959,XM_395849.5," PREDICTED: Apis mellifera transient receptor potential cation channel, subfamily M, member 3 (Trpm3), transcript variant X10, mRNA",-0.636466741,3.83413384,8.04335847,0.004567078,0.030667841,Reproductive
GB46602,#N/A,XM_003249071.2," PREDICTED: Apis mellifera ankyrin repeat domain-containing protein 40-like (LOC100577060), mRNA",-0.636070992,4.367790784,13.65233868,0.000219967,0.003578824,Reproductive
GB47093,FBgn0052708,XM_001120184.3," PREDICTED: Apis mellifera activator of basal transcription 1-like (LOC724363), mRNA",-0.635504819,4.339434725,9.382246436,0.002190969,0.01859998,Reproductive
GB47142,#N/A,XM_006558175.1," PREDICTED: Apis mellifera lipid storage droplets surface-binding protein 1 (Lsd-1), mRNA",-0.634869023,5.016375067,7.307829288,0.006865481,0.040680441,Reproductive
GB50809,FBgn0030646,XM_006561112.1," PREDICTED: Apis mellifera uncharacterized LOC724424 (LOC724424), transcript variant X1, mRNA",-0.634456416,3.388363033,8.857028096,0.002919625,0.022845843,Reproductive
GB46373,#N/A,XM_001120574.3," PREDICTED: Apis mellifera uncharacterized LOC724683 (LOC724683), transcript variant 1, mRNA",-0.63423158,6.037897824,9.899460077,0.001653273,0.015300324,Reproductive
GB45101,FBgn0034155,XM_006566276.1," PREDICTED: Apis mellifera kinesin 3B (kinesin-3B), transcript variant X9, mRNA",-0.633049948,5.267890854,7.694166293,0.005539959,0.034960641,Reproductive
GB41457,#N/A,#N/A,#N/A,-0.632306159,2.988780886,9.951034888,0.00160759,0.014981417,Reproductive
GB46307,#N/A,XM_006558344.1," PREDICTED: Apis mellifera uncharacterized LOC726735 (LOC726735), mRNA",-0.631626056,3.803208515,10.96104647,0.000930473,0.010020312,Reproductive
GB45727,FBgn0022338,XM_006570234.1," PREDICTED: Apis mellifera deoxyribonucleoside kinase (dnk), mRNA",-0.631549285,1.649459053,6.910923662,0.008567072,0.047237022,Reproductive
GB45087,FBgn0037138,XM_006566263.1," PREDICTED: Apis mellifera delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like (LOC551113), transcript variant X1, mRNA",-0.630769541,5.297992935,11.06428516,0.000880065,0.009588456,Reproductive
GB50640,FBgn0086899,XM_006570153.1," PREDICTED: Apis mellifera tousled-like kinase (tlk), transcript variant X6, mRNA",-0.629927481,6.409526517,10.3387971,0.001302629,0.012721559,Reproductive
GB53269,FBgn0035237,NM_001278331.1," Apis mellifera uncharacterized LOC412643 (LOC412643), mRNA",-0.629726244,4.467747232,12.58681048,0.000388479,0.005496573,Reproductive
GB44694,FBgn0015793,XM_624573.3," PREDICTED: Apis mellifera Rab-related protein 3 (Rab-RP3), mRNA",-0.628776339,3.376658099,11.54255603,0.000680211,0.00811978,Reproductive
GB47842,FBgn0032214,XM_006569491.1," PREDICTED: Apis mellifera ubiquitin thioesterase otubain-like (LOC725744), mRNA",-0.628687633,4.951598045,9.262943265,0.002338369,0.019513377,Reproductive
GB44055,FBgn0000250,NM_001163712.1," Apis mellifera NF-kappa-B inhibitor cactus 1 (cact1), mRNA",-0.628065134,4.220308293,11.01560958,0.000903478,0.00979262,Reproductive
GB43873,FBgn0031036,XM_393483.5," PREDICTED: Apis mellifera sin3 histone deacetylase corepressor complex component SDS3-like (LOC409995), transcript variant 1, mRNA",-0.625964824,4.552634105,12.6869176,0.000368223,0.00532399,Reproductive
GB48524,FBgn0262117,XM_006564133.1," PREDICTED: Apis mellifera integrator complex subunit 3 homolog (LOC411177), mRNA",-0.625707404,5.406826438,11.25054961,0.000795994,0.009053841,Reproductive
GB43443,FBgn0037881,XM_006559106.1," PREDICTED: Apis mellifera GRIP and coiled-coil domain-containing protein 1-like (LOC725295), mRNA",-0.624075245,3.174535269,6.833820693,0.008944773,0.04857926,Reproductive
GB47062,#N/A,#N/A,#N/A,-0.623830208,6.587188548,9.635274919,0.001908756,0.016893105,Reproductive
GB41883,FBgn0262647,XM_006564603.1," PREDICTED: Apis mellifera nuclear pore complex protein Nup160 homolog (LOC725332), partial mRNA",-0.623613791,2.927752498,7.642182888,0.005701887,0.035627418,Reproductive
GB49637,FBgn0024889,XM_393050.5," PREDICTED: Apis mellifera karyopherin alpha1 (Kap-alpha1), transcript variant 1, mRNA",-0.623580276,6.713556072,9.109752566,0.002542503,0.020705182,Reproductive
GB54120,FBgn0024973,XM_006562984.1," PREDICTED: Apis mellifera activating signal cointegrator 1 complex subunit 2-like (LOC100578931), transcript variant X1, mRNA",-0.621699217,3.920134875,13.69503829,0.000215022,0.003517192,Reproductive
GB55633,#N/A,#N/A,#N/A,-0.621660196,1.934573243,8.764311635,0.00307182,0.023623166,Reproductive
GB53737,#N/A,XM_003250317.2," PREDICTED: Apis mellifera zinc finger protein 845-like (LOC100578888), mRNA",-0.62077707,4.341148156,12.1556506,0.000489394,0.006408914,Reproductive
GB40721,#N/A,XM_006563283.1," PREDICTED: Apis mellifera uncharacterized LOC411794 (LOC411794), transcript variant X1, mRNA",-0.620308009,2.236486687,8.551857061,0.003451699,0.025813003,Reproductive
GB41075,FBgn0005536,XM_006568144.1," PREDICTED: Apis mellifera myosin binding subunit (Mbs), mRNA",-0.620223741,5.07491664,9.817390088,0.001728695,0.015739512,Reproductive
GB55416,FBgn0030449,XM_006568878.1," PREDICTED: Apis mellifera ferritin 3 heavy chain homologue (Fer3HCH), mRNA",-0.62021094,1.315994908,6.869810797,0.008766393,0.048005085,Reproductive
GB53659,FBgn0032298,XM_396848.5," PREDICTED: Apis mellifera ribosome biogenesis protein WDR12 homolog (LOC413404), transcript variant X2, mRNA",-0.619142614,4.6663694,9.985978524,0.001577367,0.014778115,Reproductive
GB50691,#N/A,XM_006559339.1," PREDICTED: Apis mellifera myosin 5 (Myo5), mRNA",-0.618386606,4.29069516,11.15557562,0.000837795,0.009320008,Reproductive
GB41655,#N/A,XM_003250668.2," PREDICTED: Apis mellifera uncharacterized LOC727280 (LOC727280), mRNA",-0.618212112,2.970917139,11.69647608,0.000626186,0.007649131,Reproductive
GB45157,FBgn0013753,XM_393827.5," PREDICTED: Apis mellifera big brother (Bgb), transcript variant 1, mRNA",-0.617314988,2.974520503,7.277254877,0.006983317,0.04111406,Reproductive
GB45039,#N/A,XM_006566357.1," PREDICTED: Apis mellifera protein SLC7A6OS-like (LOC726800), mRNA",-0.616722509,5.859051592,12.35563175,0.000439658,0.005949284,Reproductive
